"payslipId","employeeNumber","employeeName","position","periodStart",  "periodEnd","totalHours","hourlyRate","grossPay", "riceSubsidy","phoneAllowance","clothingAllowance","sss","philhealth","pagibig","tax","netPay"
"10006-2024-08-C1","10006","Andrea Mae Villanueva","hr manager","2024-08-01","2024-08-15","96.48","313.51","30247.44","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31997.44"
"10006-2024-08-C2","10006","Andrea Mae Villanueva","hr manager","2024-08-16","2024-08-31","101.71","313.51","31887.1","750.0","500.0","500.0","1125.0","900.0","1242.69","8883.46","21485.949999999997"
"10007-2024-08-C1","10007","Brad  San Jose","hr team leader","2024-08-01","2024-08-15","99.39","255.8","25423.96","750.0","400.0","400.0","0.0","0.0","0.0","0.0","26973.96"
"10007-2024-08-C2","10007","Brad  San Jose","hr team leader","2024-08-16","2024-08-31","105.27","255.8","26928.07","750.0","400.0","400.0","1125.0","785.28","1047.04","6515.43","19005.32"
"10008-2024-08-C1","10008","Alice Romualdez","hr rank and file","2024-08-01","2024-08-15","98.49","133.93","13190.77","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14440.77"
"10008-2024-08-C2","10008","Alice Romualdez","hr rank and file","2024-08-16","2024-08-31","106.28","133.93","14234.08","750.0","250.0","250.0","1125.0","411.37","548.5","901.4","12497.81"
"10009-2024-08-C1","10009","Rosie  Atienza","hr rank and file","2024-08-01","2024-08-15","98.48","133.93","13189.43","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14439.43"
"10009-2024-08-C2","10009","Rosie  Atienza","hr rank and file","2024-08-16","2024-08-31","97.84","133.93","13103.71","750.0","250.0","250.0","1125.0","394.4","525.86","682.98","11625.47"
"10010-2024-08-C1","10010","Roderick Alvaro","accounting head","2024-08-01","2024-08-15","98.35","313.51","30833.71","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32583.71"
"10010-2024-08-C2","10010","Roderick Alvaro","accounting head","2024-08-16","2024-08-31","98.93","313.51","31015.54","750.0","500.0","500.0","1125.0","900.0","1236.99","8813.57","20689.980000000003"
"10011-2024-08-C1","10011","Anthony Salcedo","payroll manager","2024-08-01","2024-08-15","97.19","302.53","29402.89","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31152.89"
"10011-2024-08-C2","10011","Anthony Salcedo","payroll manager","2024-08-16","2024-08-31","92.77","302.53","28065.71","750.0","500.0","500.0","1125.0","862.03","1149.37","7749.8","18929.51"
"10012-2024-08-C1","10012","Josie  Lopez","payroll team leader","2024-08-01","2024-08-15","100.42","229.02","22998.19","750.0","400.0","400.0","0.0","0.0","0.0","0.0","24548.19"
"10012-2024-08-C2","10012","Josie  Lopez","payroll team leader","2024-08-16","2024-08-31","98.35","229.02","22524.12","750.0","400.0","400.0","1125.0","682.83","910.45","4867.76","16488.079999999998"
"10013-2024-08-C1","10013","Martha Farala","payroll rank and file","2024-08-01","2024-08-15","101.5","142.86","14500.29","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15750.29"
"10013-2024-08-C2","10013","Martha Farala","payroll rank and file","2024-08-16","2024-08-31","92.19","142.86","13170.26","750.0","250.0","250.0","1125.0","415.06","553.41","948.82","11377.970000000001"
"10014-2024-08-C1","10014","Leila Martinez","payroll rank and file","2024-08-01","2024-08-15","92.98","142.86","13283.12","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14533.12"
"10014-2024-08-C2","10014","Leila Martinez","payroll rank and file","2024-08-16","2024-08-31","94.27","142.86","13467.41","750.0","250.0","250.0","1125.0","401.26","535.01","771.25","11884.89"
"10015-2024-08-C1","10015","Fredrick  Romualdez","account manager","2024-08-01","2024-08-15","102.58","318.45","32666.6","750.0","500.0","500.0","0.0","0.0","0.0","0.0","34416.6"
"10015-2024-08-C2","10015","Fredrick  Romualdez","account manager","2024-08-16","2024-08-31","93.52","318.45","29781.44","750.0","500.0","500.0","1125.0","900.0","1248.96","8960.27","19297.21"
"10016-2024-08-C1","10016","Christian Mata","account team leader","2024-08-01","2024-08-15","99.53","255.8","25459.77","750.0","400.0","400.0","0.0","0.0","0.0","0.0","27009.77"
"10016-2024-08-C2","10016","Christian Mata","account team leader","2024-08-16","2024-08-31","102.37","255.8","26186.25","750.0","400.0","400.0","1125.0","774.69","1032.92","6345.1","18458.54"
"10017-2024-08-C1","10017","Selena  De Leon","account team leader","2024-08-01","2024-08-15","100.14","249.11","24945.88","750.0","400.0","400.0","0.0","0.0","0.0","0.0","26495.88"
"10017-2024-08-C2","10017","Selena  De Leon","account team leader","2024-08-16","2024-08-31","94.92","249.11","23645.52","750.0","400.0","400.0","1125.0","728.87","971.83","5608.18","16761.64"
"10018-2024-08-C1","10018","Allison  San Jose","account rank and file","2024-08-01","2024-08-15","92.0","133.93","12321.56","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13571.56"
"10018-2024-08-C2","10018","Allison  San Jose","account rank and file","2024-08-16","2024-08-31","101.5","133.93","13593.9","750.0","250.0","250.0","1125.0","388.73","518.31","610.08","12201.779999999999"
"10019-2024-08-C1","10019","Cydney  Rosario","account rank and file","2024-08-01","2024-08-15","97.42","133.93","13047.46","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14297.46"
"10019-2024-08-C2","10019","Cydney  Rosario","account rank and file","2024-08-16","2024-08-31","95.13","133.93","12740.76","750.0","250.0","250.0","1125.0","386.82","515.76","585.53","11377.650000000001"
"10020-2024-08-C1","10020","Mark  Bautista","account rank and file","2024-08-01","2024-08-15","95.03","138.39","13151.2","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14401.2"
"10020-2024-08-C2","10020","Mark  Bautista","account rank and file","2024-08-16","2024-08-31","99.87","138.39","13821.01","750.0","250.0","250.0","1125.0","404.58","539.44","814.04","12187.95"
"10021-2024-08-C1","10021","Darlene  Lazaro","account rank and file","2024-08-01","2024-08-15","104.3","138.39","14434.08","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15684.08"
"10021-2024-08-C2","10021","Darlene  Lazaro","account rank and file","2024-08-16","2024-08-31","100.97","138.39","13973.24","750.0","250.0","250.0","1125.0","426.11","568.15","1091.01","12012.97"
"10022-2024-08-C1","10022","Kolby  Delos Santos","account rank and file","2024-08-01","2024-08-15","103.21","142.86","14744.58","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15994.58"
"10022-2024-08-C2","10022","Kolby  Delos Santos","account rank and file","2024-08-16","2024-08-31","99.95","142.86","14278.86","750.0","250.0","250.0","1125.0","435.35","580.47","1209.92","12178.12"
"10023-2024-08-C1","10023","Vella  Santos","account rank and file","2024-08-01","2024-08-15","99.39","133.93","13311.3","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14561.3"
"10023-2024-08-C2","10023","Vella  Santos","account rank and file","2024-08-16","2024-08-31","86.78","133.93","11622.45","750.0","250.0","250.0","1125.0","374.01","498.68","420.61","10454.150000000001"
"10024-2024-08-C1","10024","Tomas Del Rosario","account rank and file","2024-08-01","2024-08-15","103.74","133.93","13893.9","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15143.9"
"10024-2024-08-C2","10024","Tomas Del Rosario","account rank and file","2024-08-16","2024-08-31","97.74","133.93","13090.32","750.0","250.0","250.0","1125.0","404.76","539.68","816.35","11454.529999999999"
"10025-2024-08-C1","10025","Jacklyn  Tolentino","account rank and file","2024-08-01","2024-08-15","95.44","142.86","13634.56","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14884.56"
"10025-2024-08-C2","10025","Jacklyn  Tolentino","account rank and file","2024-08-16","2024-08-31","100.75","142.86","14393.15","750.0","250.0","250.0","1125.0","420.42","560.55","1017.75","12519.43"
"10026-2024-08-C1","10026","Percival  Gutierrez","account rank and file","2024-08-01","2024-08-15","103.01","147.32","15175.43","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16425.43"
"10026-2024-08-C2","10026","Percival  Gutierrez","account rank and file","2024-08-16","2024-08-31","99.18","147.32","14611.2","750.0","250.0","250.0","1125.0","446.8","595.73","1357.22","12336.45"
"10027-2024-08-C1","10027","Garfield  Manalaysay","account rank and file","2024-08-01","2024-08-15","95.91","147.32","14129.46","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15379.46"
"10027-2024-08-C2","10027","Garfield  Manalaysay","account rank and file","2024-08-16","2024-08-31","92.29","147.32","13596.16","750.0","250.0","250.0","1125.0","415.88","554.51","959.44","11791.33"
"10028-2024-08-C1","10028","Lizeth  Villegas","account rank and file","2024-08-01","2024-08-15","104.96","142.86","14994.59","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16244.59"
"10028-2024-08-C2","10028","Lizeth  Villegas","account rank and file","2024-08-16","2024-08-31","94.0","142.86","13428.84","750.0","250.0","250.0","1125.0","426.35","568.47","1094.12","11464.900000000001"
"10029-2024-08-C1","10029","Carol  Ramos","account rank and file","2024-08-01","2024-08-15","101.92","133.93","13650.15","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14900.15"
"10029-2024-08-C2","10029","Carol  Ramos","account rank and file","2024-08-16","2024-08-31","99.79","133.93","13364.87","750.0","250.0","250.0","1125.0","405.23","540.3","822.3","11722.04"
"10030-2024-08-C1","10030","Emelia  Maceda","account rank and file","2024-08-01","2024-08-15","97.37","133.93","13040.76","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14290.76"
"10030-2024-08-C2","10030","Emelia  Maceda","account rank and file","2024-08-16","2024-08-31","101.66","133.93","13615.32","750.0","250.0","250.0","1125.0","399.84","533.12","753.03","12054.33"
"10031-2024-08-C1","10031","Delia  Aguilar","account rank and file","2024-08-01","2024-08-15","100.45","133.93","13453.27","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14703.27"
"10031-2024-08-C2","10031","Delia  Aguilar","account rank and file","2024-08-16","2024-08-31","108.19","133.93","14489.89","750.0","250.0","250.0","1125.0","419.15","558.86","1001.43","12635.449999999999"
"10032-2024-08-C1","10032","John Rafael Castro","sales & marketing","2024-08-01","2024-08-15","97.85","313.51","30676.95","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32426.95"
"10032-2024-08-C2","10032","John Rafael Castro","sales & marketing","2024-08-16","2024-08-31","96.84","313.51","30360.31","750.0","500.0","500.0","1125.0","900.0","1220.75","8614.63","20249.93"
"10033-2024-08-C1","10033","Carlos Ian Martinez","supply chain and logistics","2024-08-01","2024-08-15","98.03","313.51","30733.39","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32483.39"
"10033-2024-08-C2","10033","Carlos Ian Martinez","supply chain and logistics","2024-08-16","2024-08-31","90.21","313.51","28281.74","750.0","500.0","500.0","1125.0","885.23","1180.3","8122.9","18718.31"
"10034-2024-08-C1","10034","Beatriz Santos","customer service and relations","2024-08-01","2024-08-15","95.61","313.51","29974.69","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31724.69"
"10034-2024-08-C2","10034","Beatriz Santos","customer service and relations","2024-08-16","2024-08-31","91.79","313.51","28777.08","750.0","500.0","500.0","1125.0","881.28","1175.04","8059.36","19286.4"
"10001-2024-09-C1","10001","Manuel III Garcia","chief executive officer","2024-09-01","2024-09-15","88.36","535.71","47335.34","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","49585.34"
"10001-2024-09-C2","10001","Manuel III Garcia","chief executive officer","2024-09-16","2024-09-30","95.98","535.71","51417.45","750.0","1000.0","500.0","1125.0","900.0","1975.06","19258.72","30408.669999999995"
"10002-2024-09-C1","10002","Antonio Lim","chief operating officer","2024-09-01","2024-09-15","90.33","357.14","32260.46","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","34510.46"
"10002-2024-09-C2","10002","Antonio Lim","chief operating officer","2024-09-16","2024-09-30","93.38","357.14","33349.73","750.0","1000.0","500.0","1125.0","900.0","1312.2","9735.0","22527.530000000002"
"10003-2024-09-C1","10003","Bianca Sofia Aquino","chief finance officer","2024-09-01","2024-09-15","89.13","357.14","31831.89","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","34081.89"
"10003-2024-09-C2","10003","Bianca Sofia Aquino","chief finance officer","2024-09-16","2024-09-30","93.91","357.14","33539.02","750.0","1000.0","500.0","1125.0","900.0","1307.42","9676.37","22780.229999999996"
"10004-2024-09-C1","10004","Isabella Reyes","chief marketing officer","2024-09-01","2024-09-15","91.93","357.14","32831.88","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","35081.88"
"10004-2024-09-C2","10004","Isabella Reyes","chief marketing officer","2024-09-16","2024-09-30","98.58","357.14","35206.86","750.0","1000.0","500.0","1125.0","900.0","1360.77","10329.99","23741.1"
"10005-2024-09-C1","10005","Eduard Hernandez","it operations and systems","2024-09-01","2024-09-15","90.34","313.51","28322.49","750.0","500.0","500.0","0.0","0.0","0.0","0.0","30072.49"
"10005-2024-09-C2","10005","Eduard Hernandez","it operations and systems","2024-09-16","2024-09-30","102.28","313.51","32065.8","750.0","500.0","500.0","1125.0","900.0","1207.77","8455.63","22127.4"
"10006-2024-09-C1","10006","Andrea Mae Villanueva","hr manager","2024-09-01","2024-09-15","89.31","313.51","27999.58","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29749.58"
"10006-2024-09-C2","10006","Andrea Mae Villanueva","hr manager","2024-09-16","2024-09-30","91.69","313.51","28745.73","750.0","500.0","500.0","1125.0","851.18","1134.91","7575.31","19809.329999999998"
"10007-2024-09-C1","10007","Brad  San Jose","hr team leader","2024-09-01","2024-09-15","86.12","255.8","22029.5","750.0","400.0","400.0","0.0","0.0","0.0","0.0","23579.5"
"10007-2024-09-C2","10007","Brad  San Jose","hr team leader","2024-09-16","2024-09-30","93.63","255.8","23950.55","750.0","400.0","400.0","1125.0","689.7","919.6","4978.19","17788.059999999998"
"10008-2024-09-C1","10008","Alice Romualdez","hr rank and file","2024-09-01","2024-09-15","88.62","133.93","11868.88","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13118.88"
"10008-2024-09-C2","10008","Alice Romualdez","hr rank and file","2024-09-16","2024-09-30","104.96","133.93","14057.29","750.0","250.0","250.0","1125.0","388.89","518.52","612.15","12662.730000000001"
"10009-2024-09-C1","10009","Rosie  Atienza","hr rank and file","2024-09-01","2024-09-15","88.78","133.93","11890.31","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13140.31"
"10009-2024-09-C2","10009","Rosie  Atienza","hr rank and file","2024-09-16","2024-09-30","95.71","133.93","12818.44","750.0","250.0","250.0","1102.5","370.63","494.18","381.69","11719.44"
"10010-2024-09-C1","10010","Roderick Alvaro","accounting head","2024-09-01","2024-09-15","88.96","313.51","27889.85","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29639.85"
"10010-2024-09-C2","10010","Roderick Alvaro","accounting head","2024-09-16","2024-09-30","93.28","313.51","29244.21","750.0","500.0","500.0","1125.0","857.01","1142.68","7669.09","20200.43"
"10011-2024-09-C1","10011","Anthony Salcedo","payroll manager","2024-09-01","2024-09-15","89.99","302.53","27224.67","750.0","500.0","500.0","0.0","0.0","0.0","0.0","28974.67"
"10011-2024-09-C2","10011","Anthony Salcedo","payroll manager","2024-09-16","2024-09-30","97.53","302.53","29505.75","750.0","500.0","500.0","1125.0","850.96","1134.61","7571.72","20573.46"
"10012-2024-09-C1","10012","Josie  Lopez","payroll team leader","2024-09-01","2024-09-15","95.42","229.02","21853.09","750.0","400.0","400.0","0.0","0.0","0.0","0.0","23403.09"
"10012-2024-09-C2","10012","Josie  Lopez","payroll team leader","2024-09-16","2024-09-30","95.17","229.02","21795.83","750.0","400.0","400.0","1125.0","654.73","872.98","4415.8","16277.320000000002"
"10013-2024-09-C1","10013","Martha Farala","payroll rank and file","2024-09-01","2024-09-15","87.16","142.86","12451.68","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13701.68"
"10013-2024-09-C2","10013","Martha Farala","payroll rank and file","2024-09-16","2024-09-30","99.0","142.86","14143.14","750.0","250.0","250.0","1125.0","398.92","531.9","741.2","12596.119999999999"
"10014-2024-09-C1","10014","Leila Martinez","payroll rank and file","2024-09-01","2024-09-15","90.89","142.86","12984.55","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14234.55"
"10014-2024-09-C2","10014","Leila Martinez","payroll rank and file","2024-09-16","2024-09-30","95.09","142.86","13584.56","750.0","250.0","250.0","1125.0","398.54","531.38","736.24","12043.4"
"10015-2024-09-C1","10015","Fredrick  Romualdez","account manager","2024-09-01","2024-09-15","93.22","318.45","29685.91","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31435.91"
"10015-2024-09-C2","10015","Fredrick  Romualdez","account manager","2024-09-16","2024-09-30","97.41","318.45","31020.21","750.0","500.0","500.0","1125.0","900.0","1214.12","8533.5","20997.59"
"10016-2024-09-C1","10016","Christian Mata","account team leader","2024-09-01","2024-09-15","90.04","255.8","23032.23","750.0","400.0","400.0","0.0","0.0","0.0","0.0","24582.23"
"10016-2024-09-C2","10016","Christian Mata","account team leader","2024-09-16","2024-09-30","100.27","255.8","25649.07","750.0","400.0","400.0","1125.0","730.22","973.63","5629.86","18740.36"
"10017-2024-09-C1","10017","Selena  De Leon","account team leader","2024-09-01","2024-09-15","89.18","249.11","22215.63","750.0","400.0","400.0","0.0","0.0","0.0","0.0","23765.63"
"10017-2024-09-C2","10017","Selena  De Leon","account team leader","2024-09-16","2024-09-30","98.76","249.11","24602.1","750.0","400.0","400.0","1125.0","702.27","936.35","5180.28","18208.199999999997"
"10018-2024-09-C1","10018","Allison  San Jose","account rank and file","2024-09-01","2024-09-15","83.31","133.93","11157.71","750.0","250.0","250.0","0.0","0.0","0.0","0.0","12407.71"
"10018-2024-09-C2","10018","Allison  San Jose","account rank and file","2024-09-16","2024-09-30","95.57","133.93","12799.69","750.0","250.0","250.0","1080.0","359.36","479.15","241.18","11890.0"
"10019-2024-09-C1","10019","Cydney  Rosario","account rank and file","2024-09-01","2024-09-15","92.18","133.93","12345.67","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13595.67"
"10019-2024-09-C2","10019","Cydney  Rosario","account rank and file","2024-09-16","2024-09-30","98.29","133.93","13163.98","750.0","250.0","250.0","1125.0","382.64","510.19","531.76","11864.39"
"10020-2024-09-C1","10020","Mark  Bautista","account rank and file","2024-09-01","2024-09-15","87.36","138.39","12089.75","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13339.75"
"10020-2024-09-C2","10020","Mark  Bautista","account rank and file","2024-09-16","2024-09-30","101.77","138.39","14083.95","750.0","250.0","250.0","1125.0","392.61","523.47","659.92","12632.95"
"10021-2024-09-C1","10021","Darlene  Lazaro","account rank and file","2024-09-01","2024-09-15","91.0","138.39","12593.49","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13843.49"
"10021-2024-09-C2","10021","Darlene  Lazaro","account rank and file","2024-09-16","2024-09-30","95.73","138.39","13248.07","750.0","250.0","250.0","1125.0","387.62","516.83","595.82","11872.8"
"10022-2024-09-C1","10022","Kolby  Delos Santos","account rank and file","2024-09-01","2024-09-15","96.09","142.86","13727.42","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14977.42"
"10022-2024-09-C2","10022","Kolby  Delos Santos","account rank and file","2024-09-16","2024-09-30","98.84","142.86","14120.28","750.0","250.0","250.0","1125.0","417.72","556.95","983.01","12287.6"
"10023-2024-09-C1","10023","Vella  Santos","account rank and file","2024-09-01","2024-09-15","82.83","133.93","11093.42","750.0","250.0","250.0","0.0","0.0","0.0","0.0","12343.42"
"10023-2024-09-C2","10023","Vella  Santos","account rank and file","2024-09-16","2024-09-30","101.51","133.93","13595.23","750.0","250.0","250.0","1102.5","370.33","493.77","377.81","12500.82"
"10024-2024-09-C1","10024","Tomas Del Rosario","account rank and file","2024-09-01","2024-09-15","83.18","133.93","11140.3","750.0","250.0","250.0","0.0","0.0","0.0","0.0","12390.3"
"10024-2024-09-C2","10024","Tomas Del Rosario","account rank and file","2024-09-16","2024-09-30","108.74","133.93","14563.55","750.0","250.0","250.0","1125.0","385.56","514.08","569.24","13219.669999999998"
"10025-2024-09-C1","10025","Jacklyn  Tolentino","account rank and file","2024-09-01","2024-09-15","88.38","142.86","12625.97","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13875.97"
"10025-2024-09-C2","10025","Jacklyn  Tolentino","account rank and file","2024-09-16","2024-09-30","96.41","142.86","13773.13","750.0","250.0","250.0","1125.0","395.99","527.98","703.43","12270.73"
"10026-2024-09-C1","10026","Percival  Gutierrez","account rank and file","2024-09-01","2024-09-15","94.01","147.32","13849.55","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15099.55"
"10026-2024-09-C2","10026","Percival  Gutierrez","account rank and file","2024-09-16","2024-09-30","103.02","147.32","15176.91","750.0","250.0","250.0","1125.0","435.4","580.53","1210.51","13075.47"
"10027-2024-09-C1","10027","Garfield  Manalaysay","account rank and file","2024-09-01","2024-09-15","83.61","147.32","12317.43","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13567.43"
"10027-2024-09-C2","10027","Garfield  Manalaysay","account rank and file","2024-09-16","2024-09-30","89.19","147.32","13139.47","750.0","250.0","250.0","1125.0","381.85","509.14","521.58","11851.9"
"10028-2024-09-C1","10028","Lizeth  Villegas","account rank and file","2024-09-01","2024-09-15","85.74","142.86","12248.82","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13498.82"
"10028-2024-09-C2","10028","Lizeth  Villegas","account rank and file","2024-09-16","2024-09-30","97.9","142.86","13985.99","750.0","250.0","250.0","1125.0","393.52","524.7","671.72","12521.05"
"10029-2024-09-C1","10029","Carol  Ramos","account rank and file","2024-09-01","2024-09-15","80.29","133.93","10753.24","750.0","250.0","250.0","0.0","0.0","0.0","0.0","12003.24"
"10029-2024-09-C2","10029","Carol  Ramos","account rank and file","2024-09-16","2024-09-30","93.27","133.93","12491.65","750.0","250.0","250.0","1035.0","348.67","464.9","112.66","11780.42"
"10030-2024-09-C1","10030","Emelia  Maceda","account rank and file","2024-09-01","2024-09-15","94.66","133.93","12677.81","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13927.81"
"10030-2024-09-C2","10030","Emelia  Maceda","account rank and file","2024-09-16","2024-09-30","94.28","133.93","12626.92","750.0","250.0","250.0","1125.0","379.57","506.09","492.21","11374.05"
"10031-2024-09-C1","10031","Delia  Aguilar","account rank and file","2024-09-01","2024-09-15","87.48","133.93","11716.2","750.0","250.0","250.0","0.0","0.0","0.0","0.0","12966.2"
"10031-2024-09-C2","10031","Delia  Aguilar","account rank and file","2024-09-16","2024-09-30","96.54","133.93","12929.6","750.0","250.0","250.0","1102.5","369.69","492.92","369.54","11844.95"
"10032-2024-09-C1","10032","John Rafael Castro","sales & marketing","2024-09-01","2024-09-15","91.02","313.51","28535.68","750.0","500.0","500.0","0.0","0.0","0.0","0.0","30285.68"
"10032-2024-09-C2","10032","John Rafael Castro","sales & marketing","2024-09-16","2024-09-30","95.53","313.51","29949.61","750.0","500.0","500.0","1125.0","877.28","1169.71","7995.08","20532.54"
"10033-2024-09-C1","10033","Carlos Ian Martinez","supply chain and logistics","2024-09-01","2024-09-15","89.81","313.51","28156.33","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29906.33"
"10033-2024-09-C2","10033","Carlos Ian Martinez","supply chain and logistics","2024-09-16","2024-09-30","96.82","313.51","30354.04","750.0","500.0","500.0","1125.0","877.66","1170.21","8001.13","20930.04"
"10034-2024-09-C1","10034","Beatriz Santos","customer service and relations","2024-09-01","2024-09-15","95.34","313.51","29890.04","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31640.04"
"10034-2024-09-C2","10034","Beatriz Santos","customer service and relations","2024-09-16","2024-09-30","103.6","313.51","32479.64","750.0","500.0","500.0","1125.0","900.0","1247.39","8941.07","22016.18"
"10001-2024-10-C1","10001","Manuel III Garcia","chief executive officer","2024-10-01","2024-10-15","101.04","535.71","54128.14","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","56378.14"
"10001-2024-10-C2","10001","Manuel III Garcia","chief executive officer","2024-10-16","2024-10-31","109.58","535.71","58703.1","750.0","1000.0","500.0","1125.0","900.0","2256.62","23397.78","33273.7"
"10002-2024-10-C1","10002","Antonio Lim","chief operating officer","2024-10-01","2024-10-15","105.51","357.14","37681.84","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","39931.84"
"10002-2024-10-C2","10002","Antonio Lim","chief operating officer","2024-10-16","2024-10-31","105.02","357.14","37506.84","750.0","1000.0","500.0","1125.0","900.0","1503.77","12330.87","23897.199999999997"
"10003-2024-10-C1","10003","Bianca Sofia Aquino","chief finance officer","2024-10-01","2024-10-15","100.73","357.14","35974.71","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","38224.71"
"10003-2024-10-C2","10003","Bianca Sofia Aquino","chief finance officer","2024-10-16","2024-10-31","105.9","357.14","37821.13","750.0","1000.0","500.0","1125.0","900.0","1475.92","11921.38","24648.829999999998"
"10004-2024-10-C1","10004","Isabella Reyes","chief marketing officer","2024-10-01","2024-10-15","98.37","357.14","35131.86","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","37381.86"
"10004-2024-10-C2","10004","Isabella Reyes","chief marketing officer","2024-10-16","2024-10-31","105.56","357.14","37699.7","750.0","1000.0","500.0","1125.0","900.0","1456.63","11637.88","24830.19"
"10005-2024-10-C1","10005","Eduard Hernandez","it operations and systems","2024-10-01","2024-10-15","102.87","313.51","32250.77","750.0","500.0","500.0","0.0","0.0","0.0","0.0","34000.770000000004"
"10005-2024-10-C2","10005","Eduard Hernandez","it operations and systems","2024-10-16","2024-10-31","108.2","313.51","33921.78","750.0","500.0","500.0","1125.0","900.0","1323.45","9872.78","22450.55"
"10006-2024-10-C1","10006","Andrea Mae Villanueva","hr manager","2024-10-01","2024-10-15","101.22","313.51","31733.48","750.0","500.0","500.0","0.0","0.0","0.0","0.0","33483.479999999996"
"10006-2024-10-C2","10006","Andrea Mae Villanueva","hr manager","2024-10-16","2024-10-31","100.66","313.51","31557.92","750.0","500.0","500.0","1125.0","900.0","1265.83","9166.89","20850.199999999997"
"10007-2024-10-C1","10007","Brad  San Jose","hr team leader","2024-10-01","2024-10-15","100.44","255.8","25692.55","750.0","400.0","400.0","0.0","0.0","0.0","0.0","27242.55"
"10007-2024-10-C2","10007","Brad  San Jose","hr team leader","2024-10-16","2024-10-31","104.14","255.8","26639.01","750.0","400.0","400.0","1125.0","784.97","1046.63","6510.49","18721.92"
"10008-2024-10-C1","10008","Alice Romualdez","hr rank and file","2024-10-01","2024-10-15","100.94","133.93","13518.89","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14768.89"
"10008-2024-10-C2","10008","Alice Romualdez","hr rank and file","2024-10-16","2024-10-31","109.32","133.93","14641.23","750.0","250.0","250.0","1125.0","422.4","563.2","1043.3","12737.329999999998"
"10009-2024-10-C1","10009","Rosie  Atienza","hr rank and file","2024-10-01","2024-10-15","98.75","133.93","13225.59","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14475.59"
"10009-2024-10-C2","10009","Rosie  Atienza","hr rank and file","2024-10-16","2024-10-31","113.91","133.93","15255.97","750.0","250.0","250.0","1125.0","427.22","569.63","1105.34","13278.780000000002"
"10010-2024-10-C1","10010","Roderick Alvaro","accounting head","2024-10-01","2024-10-15","100.7","313.51","31570.46","750.0","500.0","500.0","0.0","0.0","0.0","0.0","33320.46"
"10010-2024-10-C2","10010","Roderick Alvaro","accounting head","2024-10-16","2024-10-31","113.99","313.51","35737.0","750.0","500.0","500.0","1125.0","900.0","1346.15","10150.83","23965.02"
"10011-2024-10-C1","10011","Anthony Salcedo","payroll manager","2024-10-01","2024-10-15","93.06","302.53","28153.44","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29903.44"
